Begin IJ Block
3   11   1   10   0.0000000000
3   11   1   11   -0.0088363344
3   11   1   12   0.0000000000
3   11   2   8   0.0326008018
3   11   2   9   0.0000000001
3   11   2   10   -0.0086509333
3   11   2   11   -0.0000000000
3   11   2   12   -0.0006668986
3   11   3   8   0.0000000000
3   11   3   9   -0.0087315866
3   11   3   10   -0.0000000000
3   11   3   11   0.4290547086
3   11   4   8   -0.0087854251
3   11   4   9   -0.0000000000
3   11   4   10   0.2611130295
3   11   4   11   0.0000000000
3   11   4   12   0.0292922679
3   11   5   9   0.0001102420
3   11   5   11   -0.0013787486
3   11   5   12   -0.0000000000
3   11   5   13   -0.0000000000
3   11   6   12   -0.0000000000
3   11   6   13   -0.0000000001
3   11   6   14   0.0000000002
3   11   7   13   0.0000000002
3   11   7   14   0.0000000001
3   12   1   8   0.0013752466
3   12   1   10   -0.0004794766
3   12   1   11   0.0000000000
3   12   1   12   -0.0046349085
3   12   2   9   0.0013764721
3   12   2   11   -0.0007040026
3   12   2   12   -0.0000000000
3   12   3   8   -0.0014903706
3   12   3   9   -0.0000000000
3   12   3   10   -0.0084168178
3   12   3   12   0.4013179316
3   12   4   8   -0.0000000000
3   12   4   9   0.0008352331
3   12   4   11   0.0291299297
3   12   4   12   -0.0000000000
3   12   4   13   -0.0000000000
3   12   5   8   0.0127734612
3   12   5   9   0.0000000000
3   12   5   10   0.0651648311
3   12   5   11   -0.0000000000
3   12   5   12   -0.0098912505
3   12   6   9   -0.0000000000
3   12   6   11   -0.0000000000
3   12   6   13   0.0005065481
3   12   7   14   0.0005065481
3   13   1   13   -0.0050055700
3   13   2   13   0.0000000000
3   13   2   14   -0.0000000000
3   13   3   13   0.4025061897
3   13   4   12   -0.0000000000
3   13   4   13   -0.0000000006
3   13   4   14   0.0000000009
3   13   5   9   -0.0000000000
3   13   5   11   -0.0000000000
3   13   5   13   -0.0073606480
3   13   6   8   0.0135109475
3   13   6   9   -0.0000000000
3   13   6   10   0.0644185980
3   13   6   11   -0.0000000001
3   13   6   12   0.0008103428
3   13   7   9   0.0000000000
3   13   7   11   0.0000000002
3   14   1   14   -0.0050055700
3   14   2   13   -0.0000000000
3   14   2   14   -0.0000000000
3   14   3   14   0.4025061897
3   14   4   13   0.0000000009
3   14   4   14   0.0000000006
3   14   5   14   -0.0073606480
3   14   6   9   0.0000000000
3   14   6   11   0.0000000002
3   14   7   8   0.0135109475
3   14   7   9   0.0000000001
3   14   7   10   0.0644185980
3   14   7   11   0.0000000001
3   14   7   12   0.0008103428
4   8   1   8   0.0000000011
4   8   1   9   -0.2052905468
4   8   1   10   -0.0000000001
4   8   1   11   0.0330806958
4   8   1   12   -0.0000000000
4   8   2   8   -0.2053291177
4   8   2   9   -0.0000000004
4   8   2   10   0.0326439952
4   8   2   12   0.0019071527
4   8   3   8   -0.0000000014
4   8   3   9   0.4073480600
4   8   3   10   0.0000000000
4   8   3   11   -0.0087854251
4   8   3   12   -0.0000000000
4   8   4   8   0.5774899305
4   8   4   9   0.0000000000
4   8   4   10   -0.0088363344
4   8   4   11   0.0000000000
4   8   4   12   -0.0002116058
4   8   5   8   -0.0000000001
4   8   5   9   0.0385197093
4   8   5   10   0.0000000000
4   8   5   11   -0.0001126306
4   8   5   12   -0.0000000000
4   8   5   13   -0.0000000000
4   8   6   12   -0.0000000000
4   8   6   13   -0.0000000001
4   8   6   14   0.0000000001
4   8   7   13   0.0000000001
4   8   7   14   0.0000000000
4   9   1   8   -0.2052902983
4   9   1   9   -0.0000000004
4   9   1   10   0.0326433201
4   9   1   12   0.0019036842
4   9   2   8   -0.0000000004
4   9   2   9   -0.2053225094
4   9   2   10   0.0000000001
4   9   2   11   0.0330802291
4   9   2   12   0.0000000000
4   9   3   8   0.4073446987
4   9   3   9   0.0000000014
4   9   3   10   -0.0087415640
4   9   3   11   -0.0000000000
4   9   3   12   0.0008352331
4   9   4   8   0.0000000000
4   9   4   9   0.5774887651
4   9   4   10   -0.0000000000
4   9   4   11   -0.0089035686
4   9   5   8   0.0385185101
4   9   5   9   0.0000000001
4   9   5   10   -0.0007040026
4   9   5   12   0.0125435197
4   9   6   13   0.0135270418
4   9   7   14   0.0135270418
4   10   1   8   -0.0000000001
4   10   1   9   0.0326008018
4   10   1   10   0.0000000000
4   10   1   11   -0.0087854251
4   10   2   8   0.0325982355
4   10   2   9   0.0000000001
4   10   2   10   -0.0087315866
4   10   2   11   -0.0000000000
4   10   2   12   0.0001102420
4   10   3   8   0.0000000000
4   10   3   9   -0.0086509333
4   10   3   10   -0.0000000000
4   10   3   11   0.2611130295
4   10   4   8   -0.0088363344
4   10   4   9   -0.0000000000
4   10   4   10   0.4290547086
4   10   4   11   0.0000000000
4   10   4   12   -0.0013787486
4   10   5   8   0.0000000000
4   10   5   9   -0.0006668986
4   10   5   11   0.0292922679
4   10   5   12   -0.0000000000
4   10   5   13   -0.0000000000
4   10   6   12   -0.0000000000
4   10   6   13   -0.0000000001
4   10   6   14   0.0000000002
4   10   7   13   0.0000000002
4   10   7   14   0.0000000001
4   11   1   8   0.0330537804
4   11   1   10   -0.0087680653
4   11   1   11   0.0000000000
4   11   1   12   -0.0001179120
4   11   2   9   0.0330531091
4   11   2   10   -0.0000000000
4   11   2   11   -0.0089035686
4   11   3   8   -0.0087680653
4   11   3   9   -0.0000000000
4   11   3   10   0.2615070781
4   11   3   11   0.0000000000
4   11   3   12   0.0291299297
4   11   4   8   0.0000000000
4   11   4   9   -0.0089035686
4   11   4   10   0.0000000000
4   11   4   11   0.4315870439
4   11   5   8   -0.0001179120
4   11   5   10   0.0291299297
4   11   5   12   0.0619305203
4   11   6   13   0.0637102750
4   11   7   14   0.0637102750
4   12   1   8   -0.0000000000
4   12   1   9   0.0019009024
4   12   1   11   -0.0001126306
4   12   1   12   0.0000000000
4   12   2   8   0.0019032163
4   12   2   9   0.0000000000
4   12   2   10   0.0001178881
4   12   2   12   -0.0045214826
4   12   3   8   -0.0000000000
4   12   3   9   0.0008782094
4   12   3   11   0.0292922679
4   12   3   12   -0.0000000000
4   12   3   13   -0.0000000000
4   12   4   8   -0.0002116058
4   12   4   10   -0.0013787486
4   12   4   12   0.4043482846
4   12   5   8   -0.0000000000
4   12   5   9   0.0125301458
4   12   5   10   -0.0000000000
4   12   5   11   0.0632775347
4   12   5   13   -0.0000000000
4   12   6   8   -0.0000000000
4   12   6   10   -0.0000000000
4   12   6   13   -0.0000000000
4   12   6   14   0.0000000000
4   12   7   13   0.0000000000
4   12   7   14   0.0000000000
4   13   1   13   0.0000000000
4   13   1   14   -0.0000000000
4   13   2   13   -0.0049073292
4   13   3   12   -0.0000000000
4   13   3   13   -0.0000000006
4   13   3   14   0.0000000009
4   13   4   13   0.4066486498
4   13   5   8   -0.0000000000
4   13   5   10   -0.0000000000
4   13   5   12   -0.0000000000
4   13   5   13   -0.0000000001
4   13   5   14   0.0000000001
4   13   6   8   -0.0000000001
